respID,qID,altID,obsID,profileID,type,price,freshness,image
280,2,3,2234,35,Red Delicious,4,Excellent,redDelicious.jpg
280,3,1,2235,72,Gala,1,Poor,gala.jpg
280,3,2,2235,24,Pink Lady,3,Excellent,pinkLady.jpg
280,3,3,2235,38,Honeycrisp,1,Average,honeycrisp.jpg
280,4,1,2236,75,Red Delicious,1,Poor,redDelicious.jpg
280,4,2,2236,22,Gala,3,Excellent,gala.jpg
280,4,3,2236,40,Red Delicious,1,Average,redDelicious.jpg
280,5,1,2237,67,Gala,4,Average,gala.jpg
280,5,2,2237,10,Red Delicious,1.5,Excellent,redDelicious.jpg
280,5,3,2237,12,Gala,2,Excellent,gala.jpg
280,6,1,2238,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
280,6,2,2238,84,Pink Lady,2,Poor,pinkLady.jpg
280,6,3,2238,30,Red Delicious,3.5,Excellent,redDelicious.jpg
280,7,1,2239,4,Pink Lady,1,Excellent,pinkLady.jpg
280,7,2,2239,93,Honeycrisp,3,Poor,honeycrisp.jpg
280,7,3,2239,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
280,8,1,2240,13,Honeycrisp,2,Excellent,honeycrisp.jpg
280,8,2,2240,83,Honeycrisp,2,Poor,honeycrisp.jpg
280,8,3,2240,54,Pink Lady,2.5,Average,pinkLady.jpg
281,1,1,2241,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
281,1,2,2241,45,Red Delicious,1.5,Average,redDelicious.jpg
281,1,3,2241,66,Fuji,4,Average,fuji.jpg
281,2,1,2242,19,Pink Lady,2.5,Excellent,pinkLady.jpg
281,2,2,2242,66,Fuji,4,Average,fuji.jpg
281,2,3,2242,29,Pink Lady,3.5,Excellent,pinkLady.jpg
281,3,1,2243,31,Fuji,4,Excellent,fuji.jpg
281,3,2,2243,22,Gala,3,Excellent,gala.jpg
281,3,3,2243,14,Pink Lady,2,Excellent,pinkLady.jpg
281,4,1,2244,90,Red Delicious,2.5,Poor,redDelicious.jpg
281,4,2,2244,54,Pink Lady,2.5,Average,pinkLady.jpg
281,4,3,2244,77,Gala,1.5,Poor,gala.jpg
281,5,1,2245,80,Red Delicious,1.5,Poor,redDelicious.jpg
281,5,2,2245,85,Red Delicious,2,Poor,redDelicious.jpg
281,5,3,2245,10,Red Delicious,1.5,Excellent,redDelicious.jpg
281,6,1,2246,4,Pink Lady,1,Excellent,pinkLady.jpg
281,6,2,2246,33,Honeycrisp,4,Excellent,honeycrisp.jpg
281,6,3,2246,53,Honeycrisp,2.5,Average,honeycrisp.jpg
281,7,1,2247,59,Pink Lady,3,Average,pinkLady.jpg
281,7,2,2247,53,Honeycrisp,2.5,Average,honeycrisp.jpg
281,7,3,2247,80,Red Delicious,1.5,Poor,redDelicious.jpg
281,8,1,2248,101,Fuji,4,Poor,fuji.jpg
281,8,2,2248,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
281,8,3,2248,93,Honeycrisp,3,Poor,honeycrisp.jpg
282,1,1,2249,41,Fuji,1.5,Average,fuji.jpg
282,1,2,2249,87,Gala,2.5,Poor,gala.jpg
282,1,3,2249,43,Honeycrisp,1.5,Average,honeycrisp.jpg
282,2,1,2250,70,Red Delicious,4,Average,redDelicious.jpg
282,2,2,2250,75,Red Delicious,1,Poor,redDelicious.jpg
282,2,3,2250,49,Pink Lady,2,Average,pinkLady.jpg
282,3,1,2251,44,Pink Lady,1.5,Average,pinkLady.jpg
282,3,2,2251,42,Gala,1.5,Average,gala.jpg
282,3,3,2251,37,Gala,1,Average,gala.jpg
282,4,1,2252,77,Gala,1.5,Poor,gala.jpg
282,4,2,2252,34,Pink Lady,4,Excellent,pinkLady.jpg
282,4,3,2252,80,Red Delicious,1.5,Poor,redDelicious.jpg
282,5,1,2253,13,Honeycrisp,2,Excellent,honeycrisp.jpg
282,5,2,2253,36,Fuji,1,Average,fuji.jpg
282,5,3,2253,3,Honeycrisp,1,Excellent,honeycrisp.jpg
282,6,1,2254,52,Gala,2.5,Average,gala.jpg
282,6,2,2254,30,Red Delicious,3.5,Excellent,redDelicious.jpg
282,6,3,2254,34,Pink Lady,4,Excellent,pinkLady.jpg
282,7,1,2255,93,Honeycrisp,3,Poor,honeycrisp.jpg
282,7,2,2255,4,Pink Lady,1,Excellent,pinkLady.jpg
282,7,3,2255,36,Fuji,1,Average,fuji.jpg
282,8,1,2256,66,Fuji,4,Average,fuji.jpg
282,8,2,2256,87,Gala,2.5,Poor,gala.jpg
282,8,3,2256,17,Gala,2.5,Excellent,gala.jpg
283,1,1,2257,67,Gala,4,Average,gala.jpg
283,1,2,2257,37,Gala,1,Average,gala.jpg
283,1,3,2257,79,Pink Lady,1.5,Poor,pinkLady.jpg
283,2,1,2258,12,Gala,2,Excellent,gala.jpg
283,2,2,2258,7,Gala,1.5,Excellent,gala.jpg
283,2,3,2258,82,Gala,2,Poor,gala.jpg
283,3,1,2259,10,Red Delicious,1.5,Excellent,redDelicious.jpg
283,3,2,2259,23,Honeycrisp,3,Excellent,honeycrisp.jpg
283,3,3,2259,70,Red Delicious,4,Average,redDelicious.jpg
283,4,1,2260,14,Pink Lady,2,Excellent,pinkLady.jpg
283,4,2,2260,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
283,4,3,2260,79,Pink Lady,1.5,Poor,pinkLady.jpg
283,5,1,2261,56,Fuji,3,Average,fuji.jpg
283,5,2,2261,77,Gala,1.5,Poor,gala.jpg
283,5,3,2261,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
283,6,1,2262,39,Pink Lady,1,Average,pinkLady.jpg
283,6,2,2262,72,Gala,1,Poor,gala.jpg
283,6,3,2262,34,Pink Lady,4,Excellent,pinkLady.jpg
283,7,1,2263,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
283,7,2,2263,1,Fuji,1,Excellent,fuji.jpg
283,7,3,2263,21,Fuji,3,Excellent,fuji.jpg
283,8,1,2264,53,Honeycrisp,2.5,Average,honeycrisp.jpg
283,8,2,2264,95,Red Delicious,3,Poor,redDelicious.jpg
283,8,3,2264,5,Red Delicious,1,Excellent,redDelicious.jpg
284,1,1,2265,20,Red Delicious,2.5,Excellent,redDelicious.jpg
284,1,2,2265,60,Red Delicious,3,Average,redDelicious.jpg
284,1,3,2265,54,Pink Lady,2.5,Average,pinkLady.jpg
284,2,1,2266,46,Fuji,2,Average,fuji.jpg
284,2,2,2266,41,Fuji,1.5,Average,fuji.jpg
284,2,3,2266,74,Pink Lady,1,Poor,pinkLady.jpg
284,3,1,2267,91,Fuji,3,Poor,fuji.jpg
284,3,2,2267,64,Pink Lady,3.5,Average,pinkLady.jpg
284,3,3,2267,102,Gala,4,Poor,gala.jpg
284,4,1,2268,6,Fuji,1.5,Excellent,fuji.jpg
284,4,2,2268,64,Pink Lady,3.5,Average,pinkLady.jpg
284,4,3,2268,80,Red Delicious,1.5,Poor,redDelicious.jpg
284,5,1,2269,104,Pink Lady,4,Poor,pinkLady.jpg
284,5,2,2269,48,Honeycrisp,2,Average,honeycrisp.jpg
284,5,3,2269,59,Pink Lady,3,Average,pinkLady.jpg
284,6,1,2270,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
284,6,2,2270,97,Gala,3.5,Poor,gala.jpg
284,6,3,2270,92,Gala,3,Poor,gala.jpg
284,7,1,2271,3,Honeycrisp,1,Excellent,honeycrisp.jpg
284,7,2,2271,10,Red Delicious,1.5,Excellent,redDelicious.jpg
284,7,3,2271,31,Fuji,4,Excellent,fuji.jpg
284,8,1,2272,33,Honeycrisp,4,Excellent,honeycrisp.jpg
284,8,2,2272,59,Pink Lady,3,Average,pinkLady.jpg
284,8,3,2272,81,Fuji,2,Poor,fuji.jpg
285,1,1,2273,67,Gala,4,Average,gala.jpg
285,1,2,2273,34,Pink Lady,4,Excellent,pinkLady.jpg
285,1,3,2273,66,Fuji,4,Average,fuji.jpg
285,2,1,2274,68,Honeycrisp,4,Average,honeycrisp.jpg
285,2,2,2274,40,Red Delicious,1,Average,redDelicious.jpg
285,2,3,2274,97,Gala,3.5,Poor,gala.jpg
285,3,1,2275,17,Gala,2.5,Excellent,gala.jpg
285,3,2,2275,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
285,3,3,2275,56,Fuji,3,Average,fuji.jpg
285,4,1,2276,25,Red Delicious,3,Excellent,redDelicious.jpg
285,4,2,2276,61,Fuji,3.5,Average,fuji.jpg
285,4,3,2276,49,Pink Lady,2,Average,pinkLady.jpg
285,5,1,2277,5,Red Delicious,1,Excellent,redDelicious.jpg
285,5,2,2277,59,Pink Lady,3,Average,pinkLady.jpg
285,5,3,2277,20,Red Delicious,2.5,Excellent,redDelicious.jpg
285,6,1,2278,71,Fuji,1,Poor,fuji.jpg
285,6,2,2278,9,Pink Lady,1.5,Excellent,pinkLady.jpg
285,6,3,2278,14,Pink Lady,2,Excellent,pinkLady.jpg
285,7,1,2279,31,Fuji,4,Excellent,fuji.jpg
285,7,2,2279,91,Fuji,3,Poor,fuji.jpg
285,7,3,2279,56,Fuji,3,Average,fuji.jpg
285,8,1,2280,59,Pink Lady,3,Average,pinkLady.jpg
285,8,2,2280,27,Gala,3.5,Excellent,gala.jpg
285,8,3,2280,34,Pink Lady,4,Excellent,pinkLady.jpg
286,1,1,2281,42,Gala,1.5,Average,gala.jpg
286,1,2,2281,4,Pink Lady,1,Excellent,pinkLady.jpg
286,1,3,2281,92,Gala,3,Poor,gala.jpg
286,2,1,2282,105,Red Delicious,4,Poor,redDelicious.jpg
286,2,2,2282,99,Pink Lady,3.5,Poor,pinkLady.jpg
286,2,3,2282,9,Pink Lady,1.5,Excellent,pinkLady.jpg
286,3,1,2283,37,Gala,1,Average,gala.jpg
286,3,2,2283,14,Pink Lady,2,Excellent,pinkLady.jpg
286,3,3,2283,61,Fuji,3.5,Average,fuji.jpg
286,4,1,2284,65,Red Delicious,3.5,Average,redDelicious.jpg
286,4,2,2284,36,Fuji,1,Average,fuji.jpg
286,4,3,2284,9,Pink Lady,1.5,Excellent,pinkLady.jpg
286,5,1,2285,55,Red Delicious,2.5,Average,redDelicious.jpg
286,5,2,2285,1,Fuji,1,Excellent,fuji.jpg
286,5,3,2285,37,Gala,1,Average,gala.jpg
286,6,1,2286,19,Pink Lady,2.5,Excellent,pinkLady.jpg
286,6,2,2286,22,Gala,3,Excellent,gala.jpg
286,6,3,2286,99,Pink Lady,3.5,Poor,pinkLady.jpg
286,7,1,2287,9,Pink Lady,1.5,Excellent,pinkLady.jpg
286,7,2,2287,53,Honeycrisp,2.5,Average,honeycrisp.jpg
286,7,3,2287,67,Gala,4,Average,gala.jpg
286,8,1,2288,50,Red Delicious,2,Average,redDelicious.jpg
286,8,2,2288,20,Red Delicious,2.5,Excellent,redDelicious.jpg
286,8,3,2288,58,Honeycrisp,3,Average,honeycrisp.jpg
287,1,1,2289,49,Pink Lady,2,Average,pinkLady.jpg
287,1,2,2289,79,Pink Lady,1.5,Poor,pinkLady.jpg
287,1,3,2289,16,Fuji,2.5,Excellent,fuji.jpg
287,2,1,2290,50,Red Delicious,2,Average,redDelicious.jpg
287,2,2,2290,66,Fuji,4,Average,fuji.jpg
287,2,3,2290,27,Gala,3.5,Excellent,gala.jpg
287,3,1,2291,101,Fuji,4,Poor,fuji.jpg
287,3,2,2291,12,Gala,2,Excellent,gala.jpg
287,3,3,2291,35,Red Delicious,4,Excellent,redDelicious.jpg
287,4,1,2292,50,Red Delicious,2,Average,redDelicious.jpg
287,4,2,2292,27,Gala,3.5,Excellent,gala.jpg
287,4,3,2292,103,Honeycrisp,4,Poor,honeycrisp.jpg
287,5,1,2293,31,Fuji,4,Excellent,fuji.jpg
287,5,2,2293,14,Pink Lady,2,Excellent,pinkLady.jpg
287,5,3,2293,66,Fuji,4,Average,fuji.jpg
287,6,1,2294,42,Gala,1.5,Average,gala.jpg
287,6,2,2294,36,Fuji,1,Average,fuji.jpg
287,6,3,2294,71,Fuji,1,Poor,fuji.jpg
287,7,1,2295,67,Gala,4,Average,gala.jpg
287,7,2,2295,34,Pink Lady,4,Excellent,pinkLady.jpg
287,7,3,2295,72,Gala,1,Poor,gala.jpg
287,8,1,2296,5,Red Delicious,1,Excellent,redDelicious.jpg
287,8,2,2296,39,Pink Lady,1,Average,pinkLady.jpg
287,8,3,2296,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
288,1,1,2297,11,Fuji,2,Excellent,fuji.jpg
288,1,2,2297,3,Honeycrisp,1,Excellent,honeycrisp.jpg
288,1,3,2297,31,Fuji,4,Excellent,fuji.jpg
288,2,1,2298,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
288,2,2,2298,41,Fuji,1.5,Average,fuji.jpg
288,2,3,2298,29,Pink Lady,3.5,Excellent,pinkLady.jpg
288,3,1,2299,99,Pink Lady,3.5,Poor,pinkLady.jpg
288,3,2,2299,43,Honeycrisp,1.5,Average,honeycrisp.jpg
288,3,3,2299,10,Red Delicious,1.5,Excellent,redDelicious.jpg
288,4,1,2300,79,Pink Lady,1.5,Poor,pinkLady.jpg
288,4,2,2300,64,Pink Lady,3.5,Average,pinkLady.jpg
288,4,3,2300,97,Gala,3.5,Poor,gala.jpg
288,5,1,2301,69,Pink Lady,4,Average,pinkLady.jpg
288,5,2,2301,96,Fuji,3.5,Poor,fuji.jpg
288,5,3,2301,20,Red Delicious,2.5,Excellent,redDelicious.jpg
288,6,1,2302,101,Fuji,4,Poor,fuji.jpg
288,6,2,2302,7,Gala,1.5,Excellent,gala.jpg
288,6,3,2302,80,Red Delicious,1.5,Poor,redDelicious.jpg
288,7,1,2303,48,Honeycrisp,2,Average,honeycrisp.jpg
288,7,2,2303,82,Gala,2,Poor,gala.jpg
288,7,3,2303,51,Fuji,2.5,Average,fuji.jpg
288,8,1,2304,12,Gala,2,Excellent,gala.jpg
288,8,2,2304,40,Red Delicious,1,Average,redDelicious.jpg
288,8,3,2304,86,Fuji,2.5,Poor,fuji.jpg
289,1,1,2305,11,Fuji,2,Excellent,fuji.jpg
289,1,2,2305,52,Gala,2.5,Average,gala.jpg
289,1,3,2305,49,Pink Lady,2,Average,pinkLady.jpg
289,2,1,2306,45,Red Delicious,1.5,Average,redDelicious.jpg
289,2,2,2306,19,Pink Lady,2.5,Excellent,pinkLady.jpg
289,2,3,2306,97,Gala,3.5,Poor,gala.jpg
289,3,1,2307,22,Gala,3,Excellent,gala.jpg
289,3,2,2307,103,Honeycrisp,4,Poor,honeycrisp.jpg
289,3,3,2307,23,Honeycrisp,3,Excellent,honeycrisp.jpg
289,4,1,2308,79,Pink Lady,1.5,Poor,pinkLady.jpg
289,4,2,2308,12,Gala,2,Excellent,gala.jpg
289,4,3,2308,26,Fuji,3.5,Excellent,fuji.jpg
289,5,1,2309,81,Fuji,2,Poor,fuji.jpg
289,5,2,2309,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
289,5,3,2309,36,Fuji,1,Average,fuji.jpg
289,6,1,2310,37,Gala,1,Average,gala.jpg
289,6,2,2310,89,Pink Lady,2.5,Poor,pinkLady.jpg
289,6,3,2310,5,Red Delicious,1,Excellent,redDelicious.jpg
289,7,1,2311,59,Pink Lady,3,Average,pinkLady.jpg
289,7,2,2311,60,Red Delicious,3,Average,redDelicious.jpg
289,7,3,2311,79,Pink Lady,1.5,Poor,pinkLady.jpg
289,8,1,2312,77,Gala,1.5,Poor,gala.jpg
289,8,2,2312,97,Gala,3.5,Poor,gala.jpg
289,8,3,2312,4,Pink Lady,1,Excellent,pinkLady.jpg
290,1,1,2313,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
290,1,2,2313,46,Fuji,2,Average,fuji.jpg
290,1,3,2313,2,Gala,1,Excellent,gala.jpg
290,2,1,2314,26,Fuji,3.5,Excellent,fuji.jpg
290,2,2,2314,47,Gala,2,Average,gala.jpg
290,2,3,2314,44,Pink Lady,1.5,Average,pinkLady.jpg
290,3,1,2315,18,Honeycrisp,2.5,Excellent,honeycrisp.jpg
290,3,2,2315,7,Gala,1.5,Excellent,gala.jpg
290,3,3,2315,85,Red Delicious,2,Poor,redDelicious.jpg
290,4,1,2316,4,Pink Lady,1,Excellent,pinkLady.jpg
290,4,2,2316,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
290,4,3,2316,73,Honeycrisp,1,Poor,honeycrisp.jpg
290,5,1,2317,90,Red Delicious,2.5,Poor,redDelicious.jpg
290,5,2,2317,10,Red Delicious,1.5,Excellent,redDelicious.jpg
290,5,3,2317,65,Red Delicious,3.5,Average,redDelicious.jpg
290,6,1,2318,2,Gala,1,Excellent,gala.jpg
290,6,2,2318,91,Fuji,3,Poor,fuji.jpg
290,6,3,2318,15,Red Delicious,2,Excellent,redDelicious.jpg
290,7,1,2319,34,Pink Lady,4,Excellent,pinkLady.jpg
290,7,2,2319,96,Fuji,3.5,Poor,fuji.jpg
290,7,3,2319,35,Red Delicious,4,Excellent,redDelicious.jpg
290,8,1,2320,95,Red Delicious,3,Poor,redDelicious.jpg
290,8,2,2320,59,Pink Lady,3,Average,pinkLady.jpg
290,8,3,2320,94,Pink Lady,3,Poor,pinkLady.jpg
291,1,1,2321,53,Honeycrisp,2.5,Average,honeycrisp.jpg
291,1,2,2321,48,Honeycrisp,2,Average,honeycrisp.jpg
291,1,3,2321,56,Fuji,3,Average,fuji.jpg
291,2,1,2322,92,Gala,3,Poor,gala.jpg
291,2,2,2322,89,Pink Lady,2.5,Poor,pinkLady.jpg
291,2,3,2322,65,Red Delicious,3.5,Average,redDelicious.jpg
291,3,1,2323,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
291,3,2,2323,11,Fuji,2,Excellent,fuji.jpg
291,3,3,2323,17,Gala,2.5,Excellent,gala.jpg
291,4,1,2324,104,Pink Lady,4,Poor,pinkLady.jpg
291,4,2,2324,43,Honeycrisp,1.5,Average,honeycrisp.jpg
291,4,3,2324,48,Honeycrisp,2,Average,honeycrisp.jpg
291,5,1,2325,65,Red Delicious,3.5,Average,redDelicious.jpg
291,5,2,2325,87,Gala,2.5,Poor,gala.jpg
291,5,3,2325,12,Gala,2,Excellent,gala.jpg
291,6,1,2326,32,Gala,4,Excellent,gala.jpg
291,6,2,2326,55,Red Delicious,2.5,Average,redDelicious.jpg
291,6,3,2326,14,Pink Lady,2,Excellent,pinkLady.jpg
291,7,1,2327,82,Gala,2,Poor,gala.jpg
291,7,2,2327,105,Red Delicious,4,Poor,redDelicious.jpg
291,7,3,2327,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
291,8,1,2328,63,Honeycrisp,3.5,Average,honeycrisp.jpg
291,8,2,2328,52,Gala,2.5,Average,gala.jpg
291,8,3,2328,41,Fuji,1.5,Average,fuji.jpg
292,1,1,2329,61,Fuji,3.5,Average,fuji.jpg
292,1,2,2329,82,Gala,2,Poor,gala.jpg
292,1,3,2329,46,Fuji,2,Average,fuji.jpg
292,2,1,2330,85,Red Delicious,2,Poor,redDelicious.jpg
292,2,2,2330,1,Fuji,1,Excellent,fuji.jpg
292,2,3,2330,15,Red Delicious,2,Excellent,redDelicious.jpg
292,3,1,2331,79,Pink Lady,1.5,Poor,pinkLady.jpg
292,3,2,2331,9,Pink Lady,1.5,Excellent,pinkLady.jpg
292,3,3,2331,62,Gala,3.5,Average,gala.jpg
292,4,1,2332,60,Red Delicious,3,Average,redDelicious.jpg
292,4,2,2332,26,Fuji,3.5,Excellent,fuji.jpg
292,4,3,2332,46,Fuji,2,Average,fuji.jpg
292,5,1,2333,65,Red Delicious,3.5,Average,redDelicious.jpg
292,5,2,2333,48,Honeycrisp,2,Average,honeycrisp.jpg
292,5,3,2333,19,Pink Lady,2.5,Excellent,pinkLady.jpg
292,6,1,2334,14,Pink Lady,2,Excellent,pinkLady.jpg
292,6,2,2334,61,Fuji,3.5,Average,fuji.jpg
292,6,3,2334,25,Red Delicious,3,Excellent,redDelicious.jpg
292,7,1,2335,50,Red Delicious,2,Average,redDelicious.jpg
292,7,2,2335,11,Fuji,2,Excellent,fuji.jpg
292,7,3,2335,59,Pink Lady,3,Average,pinkLady.jpg
292,8,1,2336,74,Pink Lady,1,Poor,pinkLady.jpg
292,8,2,2336,90,Red Delicious,2.5,Poor,redDelicious.jpg
292,8,3,2336,29,Pink Lady,3.5,Excellent,pinkLady.jpg
293,1,1,2337,54,Pink Lady,2.5,Average,pinkLady.jpg
293,1,2,2337,93,Honeycrisp,3,Poor,honeycrisp.jpg
293,1,3,2337,92,Gala,3,Poor,gala.jpg
293,2,1,2338,65,Red Delicious,3.5,Average,redDelicious.jpg
293,2,2,2338,40,Red Delicious,1,Average,redDelicious.jpg
293,2,3,2338,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
293,3,1,2339,60,Red Delicious,3,Average,redDelicious.jpg
293,3,2,2339,99,Pink Lady,3.5,Poor,pinkLady.jpg
293,3,3,2339,12,Gala,2,Excellent,gala.jpg
293,4,1,2340,14,Pink Lady,2,Excellent,pinkLady.jpg
293,4,2,2340,84,Pink Lady,2,Poor,pinkLady.jpg
293,4,3,2340,43,Honeycrisp,1.5,Average,honeycrisp.jpg
293,5,1,2341,82,Gala,2,Poor,gala.jpg
293,5,2,2341,56,Fuji,3,Average,fuji.jpg
293,5,3,2341,77,Gala,1.5,Poor,gala.jpg
293,6,1,2342,68,Honeycrisp,4,Average,honeycrisp.jpg
293,6,2,2342,56,Fuji,3,Average,fuji.jpg
293,6,3,2342,31,Fuji,4,Excellent,fuji.jpg
293,7,1,2343,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
293,7,2,2343,103,Honeycrisp,4,Poor,honeycrisp.jpg
293,7,3,2343,101,Fuji,4,Poor,fuji.jpg
293,8,1,2344,64,Pink Lady,3.5,Average,pinkLady.jpg
293,8,2,2344,17,Gala,2.5,Excellent,gala.jpg
293,8,3,2344,53,Honeycrisp,2.5,Average,honeycrisp.jpg
294,1,1,2345,90,Red Delicious,2.5,Poor,redDelicious.jpg
294,1,2,2345,70,Red Delicious,4,Average,redDelicious.jpg
294,1,3,2345,71,Fuji,1,Poor,fuji.jpg
294,2,1,2346,40,Red Delicious,1,Average,redDelicious.jpg
294,2,2,2346,39,Pink Lady,1,Average,pinkLady.jpg
294,2,3,2346,55,Red Delicious,2.5,Average,redDelicious.jpg
294,3,1,2347,66,Fuji,4,Average,fuji.jpg
294,3,2,2347,5,Red Delicious,1,Excellent,redDelicious.jpg
294,3,3,2347,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
294,4,1,2348,24,Pink Lady,3,Excellent,pinkLady.jpg
294,4,2,2348,86,Fuji,2.5,Poor,fuji.jpg
294,4,3,2348,42,Gala,1.5,Average,gala.jpg
294,5,1,2349,89,Pink Lady,2.5,Poor,pinkLady.jpg
294,5,2,2349,72,Gala,1,Poor,gala.jpg
294,5,3,2349,76,Fuji,1.5,Poor,fuji.jpg
294,6,1,2350,67,Gala,4,Average,gala.jpg
294,6,2,2350,89,Pink Lady,2.5,Poor,pinkLady.jpg
294,6,3,2350,90,Red Delicious,2.5,Poor,redDelicious.jpg
294,7,1,2351,5,Red Delicious,1,Excellent,redDelicious.jpg
294,7,2,2351,3,Honeycrisp,1,Excellent,honeycrisp.jpg
294,7,3,2351,87,Gala,2.5,Poor,gala.jpg
294,8,1,2352,68,Honeycrisp,4,Average,honeycrisp.jpg
294,8,2,2352,5,Red Delicious,1,Excellent,redDelicious.jpg
294,8,3,2352,73,Honeycrisp,1,Poor,honeycrisp.jpg
295,1,1,2353,26,Fuji,3.5,Excellent,fuji.jpg
295,1,2,2353,25,Red Delicious,3,Excellent,redDelicious.jpg
295,1,3,2353,75,Red Delicious,1,Poor,redDelicious.jpg
295,2,1,2354,44,Pink Lady,1.5,Average,pinkLady.jpg
295,2,2,2354,50,Red Delicious,2,Average,redDelicious.jpg
295,2,3,2354,52,Gala,2.5,Average,gala.jpg
295,3,1,2355,42,Gala,1.5,Average,gala.jpg
295,3,2,2355,52,Gala,2.5,Average,gala.jpg
295,3,3,2355,50,Red Delicious,2,Average,redDelicious.jpg
295,4,1,2356,1,Fuji,1,Excellent,fuji.jpg
295,4,2,2356,11,Fuji,2,Excellent,fuji.jpg
295,4,3,2356,31,Fuji,4,Excellent,fuji.jpg
295,5,1,2357,102,Gala,4,Poor,gala.jpg
295,5,2,2357,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
295,5,3,2357,44,Pink Lady,1.5,Average,pinkLady.jpg
295,6,1,2358,33,Honeycrisp,4,Excellent,honeycrisp.jpg
295,6,2,2358,57,Gala,3,Average,gala.jpg
295,6,3,2358,56,Fuji,3,Average,fuji.jpg
295,7,1,2359,68,Honeycrisp,4,Average,honeycrisp.jpg
295,7,2,2359,90,Red Delicious,2.5,Poor,redDelicious.jpg
295,7,3,2359,16,Fuji,2.5,Excellent,fuji.jpg
295,8,1,2360,70,Red Delicious,4,Average,redDelicious.jpg
295,8,2,2360,63,Honeycrisp,3.5,Average,honeycrisp.jpg
295,8,3,2360,14,Pink Lady,2,Excellent,pinkLady.jpg
296,1,1,2361,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
296,1,2,2361,42,Gala,1.5,Average,gala.jpg
296,1,3,2361,32,Gala,4,Excellent,gala.jpg
296,2,1,2362,33,Honeycrisp,4,Excellent,honeycrisp.jpg
296,2,2,2362,50,Red Delicious,2,Average,redDelicious.jpg
296,2,3,2362,37,Gala,1,Average,gala.jpg
296,3,1,2363,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
296,3,2,2363,7,Gala,1.5,Excellent,gala.jpg
296,3,3,2363,4,Pink Lady,1,Excellent,pinkLady.jpg
296,4,1,2364,48,Honeycrisp,2,Average,honeycrisp.jpg
296,4,2,2364,50,Red Delicious,2,Average,redDelicious.jpg
296,4,3,2364,23,Honeycrisp,3,Excellent,honeycrisp.jpg
296,5,1,2365,43,Honeycrisp,1.5,Average,honeycrisp.jpg
296,5,2,2365,80,Red Delicious,1.5,Poor,redDelicious.jpg
296,5,3,2365,49,Pink Lady,2,Average,pinkLady.jpg
296,6,1,2366,2,Gala,1,Excellent,gala.jpg
296,6,2,2366,70,Red Delicious,4,Average,redDelicious.jpg
296,6,3,2366,102,Gala,4,Poor,gala.jpg
296,7,1,2367,48,Honeycrisp,2,Average,honeycrisp.jpg
296,7,2,2367,20,Red Delicious,2.5,Excellent,redDelicious.jpg
296,7,3,2367,36,Fuji,1,Average,fuji.jpg
296,8,1,2368,11,Fuji,2,Excellent,fuji.jpg
296,8,2,2368,82,Gala,2,Poor,gala.jpg
296,8,3,2368,26,Fuji,3.5,Excellent,fuji.jpg
297,1,1,2369,77,Gala,1.5,Poor,gala.jpg
297,1,2,2369,36,Fuji,1,Average,fuji.jpg
297,1,3,2369,69,Pink Lady,4,Average,pinkLady.jpg
297,2,1,2370,30,Red Delicious,3.5,Excellent,redDelicious.jpg
297,2,2,2370,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
297,2,3,2370,4,Pink Lady,1,Excellent,pinkLady.jpg
297,3,1,2371,66,Fuji,4,Average,fuji.jpg
297,3,2,2371,94,Pink Lady,3,Poor,pinkLady.jpg
297,3,3,2371,60,Red Delicious,3,Average,redDelicious.jpg
297,4,1,2372,73,Honeycrisp,1,Poor,honeycrisp.jpg
297,4,2,2372,4,Pink Lady,1,Excellent,pinkLady.jpg
297,4,3,2372,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
297,5,1,2373,23,Honeycrisp,3,Excellent,honeycrisp.jpg
297,5,2,2373,7,Gala,1.5,Excellent,gala.jpg
297,5,3,2373,31,Fuji,4,Excellent,fuji.jpg
297,6,1,2374,52,Gala,2.5,Average,gala.jpg
297,6,2,2374,99,Pink Lady,3.5,Poor,pinkLady.jpg
