"type","price","freshness","image","respID","qID","altID","obsID"
"Honeycrisp",2,"Average","honeycrisp.jpg",108,3,3,324
"Fuji",2.5,"Average","fuji.jpg",109,1,1,325
"Fuji",3,"Poor","fuji.jpg",109,1,2,325
"Pink Lady",1.5,"Poor","pinkLady.jpg",109,1,3,325
"Red Delicious",3,"Excellent","redDelicious.jpg",109,2,1,326
"Fuji",2,"Excellent","fuji.jpg",109,2,2,326
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",109,2,3,326
"Gala",1,"Excellent","gala.jpg",109,3,1,327
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",109,3,2,327
"Gala",2,"Average","gala.jpg",109,3,3,327
"Honeycrisp",1,"Excellent","honeycrisp.jpg",110,1,1,328
"Honeycrisp",3,"Excellent","honeycrisp.jpg",110,1,2,328
"Red Delicious",3,"Average","redDelicious.jpg",110,1,3,328
"Gala",2,"Poor","gala.jpg",110,2,1,329
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",110,2,2,329
"Pink Lady",4,"Average","pinkLady.jpg",110,2,3,329
"Fuji",2.5,"Average","fuji.jpg",110,3,1,330
"Red Delicious",2,"Poor","redDelicious.jpg",110,3,2,330
"Red Delicious",2,"Excellent","redDelicious.jpg",110,3,3,330
"Fuji",1,"Excellent","fuji.jpg",111,1,1,331
"Pink Lady",4,"Poor","pinkLady.jpg",111,1,2,331
"Gala",3.5,"Average","gala.jpg",111,1,3,331
"Red Delicious",3,"Average","redDelicious.jpg",111,2,1,332
"Red Delicious",2.5,"Excellent","redDelicious.jpg",111,2,2,332
"Gala",2,"Poor","gala.jpg",111,2,3,332
"Red Delicious",3.5,"Excellent","redDelicious.jpg",111,3,1,333
"Pink Lady",3,"Excellent","pinkLady.jpg",111,3,2,333
"Gala",3.5,"Average","gala.jpg",111,3,3,333
"Gala",2.5,"Excellent","gala.jpg",112,1,1,334
"Gala",2,"Excellent","gala.jpg",112,1,2,334
"Red Delicious",4,"Poor","redDelicious.jpg",112,1,3,334
"Gala",4,"Excellent","gala.jpg",112,2,1,335
"Gala",1,"Excellent","gala.jpg",112,2,2,335
"Red Delicious",3,"Excellent","redDelicious.jpg",112,2,3,335
"Gala",2.5,"Excellent","gala.jpg",112,3,1,336
"Red Delicious",1.5,"Excellent","redDelicious.jpg",112,3,2,336
"Gala",3,"Average","gala.jpg",112,3,3,336
"Pink Lady",1.5,"Excellent","pinkLady.jpg",113,1,1,337
"Gala",1.5,"Average","gala.jpg",113,1,2,337
"Fuji",1.5,"Excellent","fuji.jpg",113,1,3,337
"Red Delicious",3.5,"Excellent","redDelicious.jpg",113,2,1,338
"Red Delicious",4,"Average","redDelicious.jpg",113,2,2,338
"Gala",2,"Average","gala.jpg",113,2,3,338
"Red Delicious",3.5,"Excellent","redDelicious.jpg",113,3,1,339
"Gala",3.5,"Poor","gala.jpg",113,3,2,339
"Fuji",2,"Excellent","fuji.jpg",113,3,3,339
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",114,1,1,340
"Red Delicious",1,"Excellent","redDelicious.jpg",114,1,2,340
"Fuji",3,"Average","fuji.jpg",114,1,3,340
"Fuji",2.5,"Poor","fuji.jpg",114,2,1,341
"Fuji",1,"Excellent","fuji.jpg",114,2,2,341
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",114,2,3,341
"Fuji",3.5,"Excellent","fuji.jpg",114,3,1,342
"Pink Lady",2.5,"Poor","pinkLady.jpg",114,3,2,342
"Pink Lady",1.5,"Excellent","pinkLady.jpg",114,3,3,342
"Pink Lady",3.5,"Poor","pinkLady.jpg",115,1,1,343
"Pink Lady",1.5,"Average","pinkLady.jpg",115,1,2,343
"Honeycrisp",2,"Excellent","honeycrisp.jpg",115,1,3,343
"Pink Lady",3,"Excellent","pinkLady.jpg",115,2,1,344
"Red Delicious",2,"Average","redDelicious.jpg",115,2,2,344
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",115,2,3,344
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",115,3,1,345
"Pink Lady",4,"Average","pinkLady.jpg",115,3,2,345
"Fuji",1,"Average","fuji.jpg",115,3,3,345
"Honeycrisp",1,"Poor","honeycrisp.jpg",116,1,1,346
"Pink Lady",3.5,"Excellent","pinkLady.jpg",116,1,2,346
"Red Delicious",2.5,"Average","redDelicious.jpg",116,1,3,346
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",116,2,1,347
"Fuji",1.5,"Poor","fuji.jpg",116,2,2,347
"Honeycrisp",1,"Poor","honeycrisp.jpg",116,2,3,347
"Red Delicious",2.5,"Poor","redDelicious.jpg",116,3,1,348
"Fuji",1.5,"Average","fuji.jpg",116,3,2,348
"Pink Lady",1,"Poor","pinkLady.jpg",116,3,3,348
"Red Delicious",2,"Excellent","redDelicious.jpg",117,1,1,349
"Pink Lady",3.5,"Poor","pinkLady.jpg",117,1,2,349
"Pink Lady",3,"Excellent","pinkLady.jpg",117,1,3,349
"Gala",3.5,"Excellent","gala.jpg",117,2,1,350
"Honeycrisp",3,"Excellent","honeycrisp.jpg",117,2,2,350
"Fuji",3,"Excellent","fuji.jpg",117,2,3,350
"Honeycrisp",1,"Poor","honeycrisp.jpg",117,3,1,351
"Red Delicious",1,"Excellent","redDelicious.jpg",117,3,2,351
"Honeycrisp",2,"Excellent","honeycrisp.jpg",117,3,3,351
"Fuji",3.5,"Excellent","fuji.jpg",118,1,1,352
"Red Delicious",1,"Average","redDelicious.jpg",118,1,2,352
"Gala",3,"Poor","gala.jpg",118,1,3,352
"Pink Lady",4,"Average","pinkLady.jpg",118,2,1,353
"Fuji",1.5,"Poor","fuji.jpg",118,2,2,353
"Red Delicious",2,"Average","redDelicious.jpg",118,2,3,353
"Red Delicious",3.5,"Excellent","redDelicious.jpg",118,3,1,354
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",118,3,2,354
"Pink Lady",2,"Poor","pinkLady.jpg",118,3,3,354
"Gala",1,"Excellent","gala.jpg",119,1,1,355
"Red Delicious",1,"Average","redDelicious.jpg",119,1,2,355
"Red Delicious",4,"Poor","redDelicious.jpg",119,1,3,355
"Honeycrisp",1,"Average","honeycrisp.jpg",119,2,1,356
"Honeycrisp",1.5,"Average","honeycrisp.jpg",119,2,2,356
"Honeycrisp",4,"Poor","honeycrisp.jpg",119,2,3,356
"Red Delicious",1,"Poor","redDelicious.jpg",119,3,1,357
"Fuji",1.5,"Average","fuji.jpg",119,3,2,357
"Honeycrisp",2,"Excellent","honeycrisp.jpg",119,3,3,357
"Gala",2,"Poor","gala.jpg",120,1,1,358
"Pink Lady",4,"Average","pinkLady.jpg",120,1,2,358
"Gala",4,"Excellent","gala.jpg",120,1,3,358
"Pink Lady",1,"Average","pinkLady.jpg",120,2,1,359
"Gala",2,"Poor","gala.jpg",120,2,2,359
"Honeycrisp",1,"Excellent","honeycrisp.jpg",120,2,3,359
"Gala",3.5,"Poor","gala.jpg",120,3,1,360
"Honeycrisp",4,"Poor","honeycrisp.jpg",120,3,2,360
"Honeycrisp",2,"Poor","honeycrisp.jpg",120,3,3,360
"Gala",4,"Average","gala.jpg",121,1,1,361
"Red Delicious",1.5,"Poor","redDelicious.jpg",121,1,2,361
"Red Delicious",2,"Excellent","redDelicious.jpg",121,1,3,361
"Red Delicious",1,"Average","redDelicious.jpg",121,2,1,362
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",121,2,2,362
"Gala",3,"Excellent","gala.jpg",121,2,3,362
"Red Delicious",1.5,"Average","redDelicious.jpg",121,3,1,363
"Fuji",1,"Excellent","fuji.jpg",121,3,2,363
"Fuji",3,"Excellent","fuji.jpg",121,3,3,363
"Red Delicious",2.5,"Excellent","redDelicious.jpg",122,1,1,364
"Fuji",1,"Excellent","fuji.jpg",122,1,2,364
"Gala",4,"Excellent","gala.jpg",122,1,3,364
"Red Delicious",4,"Excellent","redDelicious.jpg",122,2,1,365
"Red Delicious",2.5,"Poor","redDelicious.jpg",122,2,2,365
"Pink Lady",4,"Excellent","pinkLady.jpg",122,2,3,365
"Honeycrisp",1,"Average","honeycrisp.jpg",122,3,1,366
"Honeycrisp",1,"Average","honeycrisp.jpg",122,3,2,366
"Fuji",4,"Average","fuji.jpg",122,3,3,366
"Red Delicious",3.5,"Average","redDelicious.jpg",123,1,1,367
"Fuji",2,"Average","fuji.jpg",123,1,2,367
"Fuji",4,"Average","fuji.jpg",123,1,3,367
"Pink Lady",3.5,"Excellent","pinkLady.jpg",123,2,1,368
"Red Delicious",3.5,"Poor","redDelicious.jpg",123,2,2,368
"Fuji",2.5,"Poor","fuji.jpg",123,2,3,368
"Fuji",4,"Excellent","fuji.jpg",123,3,1,369
"Honeycrisp",4,"Poor","honeycrisp.jpg",123,3,2,369
"Fuji",3.5,"Poor","fuji.jpg",123,3,3,369
"Gala",3.5,"Average","gala.jpg",124,1,1,370
"Honeycrisp",2,"Average","honeycrisp.jpg",124,1,2,370
"Pink Lady",4,"Excellent","pinkLady.jpg",124,1,3,370
"Red Delicious",1.5,"Average","redDelicious.jpg",124,2,1,371
"Gala",1.5,"Average","gala.jpg",124,2,2,371
"Pink Lady",4,"Poor","pinkLady.jpg",124,2,3,371
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",124,3,1,372
"Pink Lady",3,"Poor","pinkLady.jpg",124,3,2,372
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",124,3,3,372
"Gala",2,"Average","gala.jpg",125,1,1,373
"Red Delicious",3,"Poor","redDelicious.jpg",125,1,2,373
"Honeycrisp",1,"Poor","honeycrisp.jpg",125,1,3,373
"Honeycrisp",3,"Average","honeycrisp.jpg",125,2,1,374
"Gala",2,"Poor","gala.jpg",125,2,2,374
"Fuji",1,"Excellent","fuji.jpg",125,2,3,374
"Honeycrisp",3,"Average","honeycrisp.jpg",125,3,1,375
"Gala",4,"Excellent","gala.jpg",125,3,2,375
"Gala",3.5,"Poor","gala.jpg",125,3,3,375
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",126,1,1,376
"Gala",2.5,"Average","gala.jpg",126,1,2,376
"Honeycrisp",2,"Poor","honeycrisp.jpg",126,1,3,376
"Fuji",1.5,"Average","fuji.jpg",126,2,1,377
"Fuji",2.5,"Average","fuji.jpg",126,2,2,377
"Gala",2,"Poor","gala.jpg",126,2,3,377
"Red Delicious",4,"Poor","redDelicious.jpg",126,3,1,378
"Gala",2.5,"Average","gala.jpg",126,3,2,378
"Pink Lady",4,"Excellent","pinkLady.jpg",126,3,3,378
"Honeycrisp",2,"Average","honeycrisp.jpg",127,1,1,379
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",127,1,2,379
"Red Delicious",2.5,"Excellent","redDelicious.jpg",127,1,3,379
"Fuji",1,"Poor","fuji.jpg",127,2,1,380
"Honeycrisp",3,"Average","honeycrisp.jpg",127,2,2,380
"Pink Lady",3.5,"Excellent","pinkLady.jpg",127,2,3,380
"Pink Lady",2.5,"Excellent","pinkLady.jpg",127,3,1,381
"Fuji",2,"Excellent","fuji.jpg",127,3,2,381
"Pink Lady",1.5,"Average","pinkLady.jpg",127,3,3,381
"Honeycrisp",4,"Poor","honeycrisp.jpg",128,1,1,382
"Red Delicious",1.5,"Average","redDelicious.jpg",128,1,2,382
"Honeycrisp",2,"Average","honeycrisp.jpg",128,1,3,382
"Gala",2,"Poor","gala.jpg",128,2,1,383
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",128,2,2,383
"Pink Lady",4,"Average","pinkLady.jpg",128,2,3,383
"Fuji",3.5,"Excellent","fuji.jpg",128,3,1,384
"Fuji",1,"Poor","fuji.jpg",128,3,2,384
"Gala",3.5,"Average","gala.jpg",128,3,3,384
"Fuji",2,"Average","fuji.jpg",129,1,1,385
"Pink Lady",1.5,"Average","pinkLady.jpg",129,1,2,385
"Honeycrisp",4,"Poor","honeycrisp.jpg",129,1,3,385
"Pink Lady",2,"Average","pinkLady.jpg",129,2,1,386
"Red Delicious",2.5,"Average","redDelicious.jpg",129,2,2,386
"Pink Lady",1.5,"Excellent","pinkLady.jpg",129,2,3,386
"Red Delicious",1.5,"Excellent","redDelicious.jpg",129,3,1,387
"Red Delicious",3,"Poor","redDelicious.jpg",129,3,2,387
"Gala",3,"Average","gala.jpg",129,3,3,387
"Red Delicious",2,"Average","redDelicious.jpg",130,1,1,388
"Fuji",1,"Poor","fuji.jpg",130,1,2,388
"Gala",1.5,"Average","gala.jpg",130,1,3,388
"Gala",2,"Poor","gala.jpg",130,2,1,389
"Gala",2,"Poor","gala.jpg",130,2,2,389
"Honeycrisp",2,"Poor","honeycrisp.jpg",130,2,3,389
"Fuji",2,"Excellent","fuji.jpg",130,3,1,390
"Honeycrisp",1.5,"Average","honeycrisp.jpg",130,3,2,390
"Red Delicious",4,"Poor","redDelicious.jpg",130,3,3,390
"Gala",1.5,"Average","gala.jpg",131,1,1,391
"Red Delicious",2.5,"Average","redDelicious.jpg",131,1,2,391
"Gala",1.5,"Excellent","gala.jpg",131,1,3,391
"Gala",1.5,"Excellent","gala.jpg",131,2,1,392
"Red Delicious",2.5,"Excellent","redDelicious.jpg",131,2,2,392
"Fuji",1.5,"Poor","fuji.jpg",131,2,3,392
"Pink Lady",2,"Poor","pinkLady.jpg",131,3,1,393
"Gala",2,"Average","gala.jpg",131,3,2,393
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",131,3,3,393
"Red Delicious",1,"Excellent","redDelicious.jpg",132,1,1,394
"Fuji",4,"Excellent","fuji.jpg",132,1,2,394
"Honeycrisp",1.5,"Average","honeycrisp.jpg",132,1,3,394
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",132,2,1,395
"Honeycrisp",4,"Excellent","honeycrisp.jpg",132,2,2,395
"Gala",3.5,"Excellent","gala.jpg",132,2,3,395
"Red Delicious",2,"Average","redDelicious.jpg",132,3,1,396
"Fuji",1.5,"Poor","fuji.jpg",132,3,2,396
"Pink Lady",1,"Average","pinkLady.jpg",132,3,3,396
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",133,1,1,397
"Red Delicious",3,"Excellent","redDelicious.jpg",133,1,2,397
"Pink Lady",2.5,"Poor","pinkLady.jpg",133,1,3,397
"Honeycrisp",2.5,"Average","honeycrisp.jpg",133,2,1,398
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",133,2,2,398
"Fuji",2,"Excellent","fuji.jpg",133,2,3,398
"Honeycrisp",1,"Poor","honeycrisp.jpg",133,3,1,399
"Pink Lady",2.5,"Poor","pinkLady.jpg",133,3,2,399
"Red Delicious",1.5,"Average","redDelicious.jpg",133,3,3,399
"Red Delicious",1.5,"Poor","redDelicious.jpg",134,1,1,400
"Red Delicious",3.5,"Poor","redDelicious.jpg",134,1,2,400
"Fuji",3.5,"Average","fuji.jpg",134,1,3,400
"Red Delicious",2,"Poor","redDelicious.jpg",134,2,1,401
"Red Delicious",4,"Average","redDelicious.jpg",134,2,2,401
"Red Delicious",3,"Poor","redDelicious.jpg",134,2,3,401
"Red Delicious",3,"Excellent","redDelicious.jpg",134,3,1,402
"Fuji",4,"Average","fuji.jpg",134,3,2,402
"Fuji",1,"Excellent","fuji.jpg",134,3,3,402
"Red Delicious",1.5,"Excellent","redDelicious.jpg",135,1,1,403
"Red Delicious",1.5,"Average","redDelicious.jpg",135,1,2,403
"Red Delicious",2.5,"Excellent","redDelicious.jpg",135,1,3,403
"Gala",2.5,"Average","gala.jpg",135,2,1,404
"Red Delicious",1.5,"Excellent","redDelicious.jpg",135,2,2,404
"Pink Lady",1.5,"Excellent","pinkLady.jpg",135,2,3,404
"Pink Lady",1,"Poor","pinkLady.jpg",135,3,1,405
"Pink Lady",2,"Excellent","pinkLady.jpg",135,3,2,405
"Gala",4,"Poor","gala.jpg",135,3,3,405
"Gala",2.5,"Excellent","gala.jpg",136,1,1,406
"Red Delicious",1.5,"Excellent","redDelicious.jpg",136,1,2,406
"Honeycrisp",3,"Poor","honeycrisp.jpg",136,1,3,406
"Pink Lady",1,"Excellent","pinkLady.jpg",136,2,1,407
"Red Delicious",1,"Poor","redDelicious.jpg",136,2,2,407
"Fuji",2.5,"Average","fuji.jpg",136,2,3,407
"Honeycrisp",1,"Average","honeycrisp.jpg",136,3,1,408
"Honeycrisp",3.5,"Average","honeycrisp.jpg",136,3,2,408
"Red Delicious",3.5,"Excellent","redDelicious.jpg",136,3,3,408
"Fuji",1.5,"Average","fuji.jpg",137,1,1,409
"Red Delicious",1.5,"Poor","redDelicious.jpg",137,1,2,409
"Red Delicious",2.5,"Poor","redDelicious.jpg",137,1,3,409
"Pink Lady",4,"Poor","pinkLady.jpg",137,2,1,410
"Honeycrisp",1,"Average","honeycrisp.jpg",137,2,2,410
"Pink Lady",1.5,"Average","pinkLady.jpg",137,2,3,410
"Honeycrisp",3.5,"Average","honeycrisp.jpg",137,3,1,411
"Pink Lady",3,"Excellent","pinkLady.jpg",137,3,2,411
"Pink Lady",2,"Excellent","pinkLady.jpg",137,3,3,411
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",138,1,1,412
"Fuji",1,"Excellent","fuji.jpg",138,1,2,412
"Gala",1.5,"Poor","gala.jpg",138,1,3,412
"Fuji",2.5,"Poor","fuji.jpg",138,2,1,413
"Pink Lady",3,"Poor","pinkLady.jpg",138,2,2,413
"Fuji",2.5,"Average","fuji.jpg",138,2,3,413
"Gala",2.5,"Excellent","gala.jpg",138,3,1,414
"Red Delicious",1.5,"Average","redDelicious.jpg",138,3,2,414
"Fuji",2,"Excellent","fuji.jpg",138,3,3,414
"Honeycrisp",3.5,"Average","honeycrisp.jpg",139,1,1,415
"Fuji",1.5,"Poor","fuji.jpg",139,1,2,415
"Fuji",3.5,"Poor","fuji.jpg",139,1,3,415
"Gala",3,"Average","gala.jpg",139,2,1,416
"Red Delicious",2,"Excellent","redDelicious.jpg",139,2,2,416
"Pink Lady",4,"Excellent","pinkLady.jpg",139,2,3,416
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",139,3,1,417
"Red Delicious",3.5,"Poor","redDelicious.jpg",139,3,2,417
"Gala",1.5,"Poor","gala.jpg",139,3,3,417
"Fuji",1.5,"Poor","fuji.jpg",140,1,1,418
"Pink Lady",3.5,"Average","pinkLady.jpg",140,1,2,418
"Pink Lady",1.5,"Poor","pinkLady.jpg",140,1,3,418
"Fuji",3.5,"Average","fuji.jpg",140,2,1,419
"Fuji",1,"Average","fuji.jpg",140,2,2,419
"Honeycrisp",3.5,"Average","honeycrisp.jpg",140,2,3,419
"Pink Lady",1,"Average","pinkLady.jpg",140,3,1,420
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",140,3,2,420
"Red Delicious",3,"Excellent","redDelicious.jpg",140,3,3,420
"Gala",4,"Poor","gala.jpg",141,1,1,421
"Honeycrisp",2,"Excellent","honeycrisp.jpg",141,1,2,421
"Gala",2.5,"Poor","gala.jpg",141,1,3,421
"Red Delicious",1.5,"Poor","redDelicious.jpg",141,2,1,422
"Honeycrisp",4,"Excellent","honeycrisp.jpg",141,2,2,422
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",141,2,3,422
"Fuji",1.5,"Average","fuji.jpg",141,3,1,423
"Pink Lady",1,"Average","pinkLady.jpg",141,3,2,423
"Red Delicious",3,"Excellent","redDelicious.jpg",141,3,3,423
"Red Delicious",1,"Excellent","redDelicious.jpg",142,1,1,424
"Pink Lady",2.5,"Poor","pinkLady.jpg",142,1,2,424
"Honeycrisp",2,"Poor","honeycrisp.jpg",142,1,3,424
"Honeycrisp",4,"Excellent","honeycrisp.jpg",142,2,1,425
"Fuji",1.5,"Poor","fuji.jpg",142,2,2,425
"Fuji",3,"Excellent","fuji.jpg",142,2,3,425
"Red Delicious",1,"Average","redDelicious.jpg",142,3,1,426
"Gala",1,"Poor","gala.jpg",142,3,2,426
"Honeycrisp",3,"Poor","honeycrisp.jpg",142,3,3,426
"Gala",3,"Poor","gala.jpg",143,1,1,427
"Red Delicious",2,"Poor","redDelicious.jpg",143,1,2,427
"Red Delicious",3,"Excellent","redDelicious.jpg",143,1,3,427
"Gala",3.5,"Average","gala.jpg",143,2,1,428
"Fuji",1,"Average","fuji.jpg",143,2,2,428
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",143,2,3,428
"Pink Lady",1.5,"Average","pinkLady.jpg",143,3,1,429
"Honeycrisp",2,"Excellent","honeycrisp.jpg",143,3,2,429
"Gala",2.5,"Average","gala.jpg",143,3,3,429
"Fuji",3.5,"Average","fuji.jpg",144,1,1,430
"Pink Lady",2.5,"Average","pinkLady.jpg",144,1,2,430
"Pink Lady",2.5,"Poor","pinkLady.jpg",144,1,3,430
"Honeycrisp",2.5,"Average","honeycrisp.jpg",144,2,1,431
"Gala",2.5,"Average","gala.jpg",144,2,2,431
"Red Delicious",3,"Poor","redDelicious.jpg",144,2,3,431
"Fuji",2,"Excellent","fuji.jpg",144,3,1,432
"Gala",2,"Poor","gala.jpg",144,3,2,432
"Fuji",3,"Excellent","fuji.jpg",144,3,3,432
"Honeycrisp",2.5,"Average","honeycrisp.jpg",145,1,1,433
"Fuji",3.5,"Excellent","fuji.jpg",145,1,2,433
"Honeycrisp",1.5,"Average","honeycrisp.jpg",145,1,3,433
"Red Delicious",1.5,"Poor","redDelicious.jpg",145,2,1,434
"Pink Lady",1.5,"Average","pinkLady.jpg",145,2,2,434
"Red Delicious",3,"Excellent","redDelicious.jpg",145,2,3,434
"Pink Lady",4,"Poor","pinkLady.jpg",145,3,1,435
"Pink Lady",4,"Excellent","pinkLady.jpg",145,3,2,435
"Pink Lady",2.5,"Average","pinkLady.jpg",145,3,3,435
"Honeycrisp",3,"Poor","honeycrisp.jpg",146,1,1,436
"Gala",2,"Excellent","gala.jpg",146,1,2,436
"Pink Lady",4,"Poor","pinkLady.jpg",146,1,3,436
"Pink Lady",4,"Average","pinkLady.jpg",146,2,1,437
"Red Delicious",3,"Excellent","redDelicious.jpg",146,2,2,437
"Fuji",4,"Excellent","fuji.jpg",146,2,3,437
"Red Delicious",4,"Excellent","redDelicious.jpg",146,3,1,438
"Red Delicious",2.5,"Average","redDelicious.jpg",146,3,2,438
"Gala",3,"Poor","gala.jpg",146,3,3,438
"Gala",1,"Excellent","gala.jpg",147,1,1,439
"Fuji",1,"Excellent","fuji.jpg",147,1,2,439
"Pink Lady",2,"Excellent","pinkLady.jpg",147,1,3,439
"Red Delicious",1,"Poor","redDelicious.jpg",147,2,1,440
"Red Delicious",4,"Average","redDelicious.jpg",147,2,2,440
"Red Delicious",2.5,"Average","redDelicious.jpg",147,2,3,440
"Pink Lady",4,"Excellent","pinkLady.jpg",147,3,1,441
"Gala",1,"Excellent","gala.jpg",147,3,2,441
"Red Delicious",2.5,"Poor","redDelicious.jpg",147,3,3,441
"Gala",2.5,"Poor","gala.jpg",148,1,1,442
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",148,1,2,442
"Pink Lady",3.5,"Average","pinkLady.jpg",148,1,3,442
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",148,2,1,443
"Gala",3,"Average","gala.jpg",148,2,2,443
"Fuji",2.5,"Average","fuji.jpg",148,2,3,443
"Pink Lady",2,"Excellent","pinkLady.jpg",148,3,1,444
"Pink Lady",2,"Average","pinkLady.jpg",148,3,2,444
"Honeycrisp",4,"Excellent","honeycrisp.jpg",148,3,3,444
"Gala",3,"Poor","gala.jpg",149,1,1,445
"Gala",3.5,"Average","gala.jpg",149,1,2,445
"Pink Lady",2.5,"Poor","pinkLady.jpg",149,1,3,445
"Honeycrisp",2,"Poor","honeycrisp.jpg",149,2,1,446
"Gala",3.5,"Average","gala.jpg",149,2,2,446
"Fuji",2.5,"Average","fuji.jpg",149,2,3,446
"Gala",2,"Excellent","gala.jpg",149,3,1,447
"Gala",4,"Average","gala.jpg",149,3,2,447
"Pink Lady",2.5,"Excellent","pinkLady.jpg",149,3,3,447
"Honeycrisp",1,"Average","honeycrisp.jpg",150,1,1,448
"Gala",3,"Excellent","gala.jpg",150,1,2,448
"Fuji",1,"Average","fuji.jpg",150,1,3,448
"Fuji",3,"Poor","fuji.jpg",150,2,1,449
"Red Delicious",3,"Average","redDelicious.jpg",150,2,2,449
"Gala",3,"Poor","gala.jpg",150,2,3,449
"Fuji",1,"Poor","fuji.jpg",150,3,1,450
"Pink Lady",4,"Excellent","pinkLady.jpg",150,3,2,450
"Fuji",4,"Excellent","fuji.jpg",150,3,3,450
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",151,1,1,451
"Gala",1.5,"Excellent","gala.jpg",151,1,2,451
"Fuji",3,"Poor","fuji.jpg",151,1,3,451
"Red Delicious",3.5,"Excellent","redDelicious.jpg",151,2,1,452
"Fuji",2.5,"Average","fuji.jpg",151,2,2,452
"Pink Lady",3.5,"Excellent","pinkLady.jpg",151,2,3,452
"Red Delicious",3.5,"Excellent","redDelicious.jpg",151,3,1,453
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",151,3,2,453
"Red Delicious",1.5,"Poor","redDelicious.jpg",151,3,3,453
"Gala",4,"Average","gala.jpg",152,1,1,454
"Pink Lady",1.5,"Excellent","pinkLady.jpg",152,1,2,454
"Pink Lady",3.5,"Average","pinkLady.jpg",152,1,3,454
"Red Delicious",1,"Poor","redDelicious.jpg",152,2,1,455
"Fuji",1.5,"Average","fuji.jpg",152,2,2,455
"Fuji",3.5,"Poor","fuji.jpg",152,2,3,455
"Pink Lady",4,"Excellent","pinkLady.jpg",152,3,1,456
"Honeycrisp",1.5,"Average","honeycrisp.jpg",152,3,2,456
"Pink Lady",1.5,"Poor","pinkLady.jpg",152,3,3,456
"Fuji",2.5,"Excellent","fuji.jpg",153,1,1,457
"Gala",2,"Average","gala.jpg",153,1,2,457
"Pink Lady",4,"Average","pinkLady.jpg",153,1,3,457
"Honeycrisp",1.5,"Average","honeycrisp.jpg",153,2,1,458
"Pink Lady",4,"Poor","pinkLady.jpg",153,2,2,458
"Red Delicious",1.5,"Poor","redDelicious.jpg",153,2,3,458
"Red Delicious",2,"Average","redDelicious.jpg",153,3,1,459
"Pink Lady",1,"Excellent","pinkLady.jpg",153,3,2,459
"Fuji",4,"Excellent","fuji.jpg",153,3,3,459
"Pink Lady",3.5,"Poor","pinkLady.jpg",154,1,1,460
"Honeycrisp",3,"Excellent","honeycrisp.jpg",154,1,2,460
"Red Delicious",2,"Average","redDelicious.jpg",154,1,3,460
"Red Delicious",3,"Poor","redDelicious.jpg",154,2,1,461
"Fuji",2,"Poor","fuji.jpg",154,2,2,461
"Pink Lady",4,"Excellent","pinkLady.jpg",154,2,3,461
"Red Delicious",2.5,"Poor","redDelicious.jpg",154,3,1,462
"Gala",2,"Excellent","gala.jpg",154,3,2,462
"Red Delicious",1.5,"Excellent","redDelicious.jpg",154,3,3,462
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",155,1,1,463
"Pink Lady",2.5,"Excellent","pinkLady.jpg",155,1,2,463
"Pink Lady",3,"Excellent","pinkLady.jpg",155,1,3,463
"Pink Lady",2.5,"Poor","pinkLady.jpg",155,2,1,464
"Gala",4,"Poor","gala.jpg",155,2,2,464
"Gala",4,"Average","gala.jpg",155,2,3,464
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",155,3,1,465
"Fuji",1.5,"Average","fuji.jpg",155,3,2,465
"Red Delicious",2,"Poor","redDelicious.jpg",155,3,3,465
"Honeycrisp",3,"Poor","honeycrisp.jpg",156,1,1,466
"Gala",1.5,"Average","gala.jpg",156,1,2,466
"Red Delicious",1,"Average","redDelicious.jpg",156,1,3,466
"Honeycrisp",2,"Excellent","honeycrisp.jpg",156,2,1,467
"Red Delicious",1,"Excellent","redDelicious.jpg",156,2,2,467
"Gala",2,"Average","gala.jpg",156,2,3,467
